paper_id,model_id,apa_citation,is_multimodal,modality_visual,modality_auditory,modality_somatosensory,task_type_active,task_type_pasive,technique_name,visual_pictures,visual_videos,visual_words,visual_other,auditory_miusic,auditory_other,technique_clasif_multiple_techniques,technique_clasif_driving,technique_clasif_Imagination techniques /memory recall,technique_clasif_Social interactions,technique_clasif_Virtual Reality,technique_clasif_Meditation,technique_clasif_Reading,technique_clasif_UX,technique_clasif_TEM clips (Tactile Enhanced Multimedia),technique_clasif_Videogame,technique_clasif_Puzzle,technique_clasif_Other,technique_description,elicitation_duration,elicitation_duration_range,elicitation_duration_mean,elicitation_duration_median
62,330,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,x,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,
63,331,"Seo, J., Laine, T. H., & Sohn, K. A. (2019). An exploration of machine learning methods for robust boredom classification using EEG and GSR data. Sensors, 19(20), 4561.",x,X,X,,,,,,x,,,,,,,,,,,,,,,,,,00 m 07 ss,,,
63,332,"Seo, J., Laine, T. H., & Sohn, K. A. (2019). An exploration of machine learning methods for robust boredom classification using EEG and GSR data. Sensors, 19(20), 4561.",X,X,X,,,,,,x,,,,,,,,,,,,,,,,,,00 m 07 ss,,,
63,333,"Seo, J., Laine, T. H., & Sohn, K. A. (2019). An exploration of machine learning methods for robust boredom classification using EEG and GSR data. Sensors, 19(20), 4561.",X,X,X,,,,,,x,,,,,,,,,,,,,,,,,,00 m 07 ss,,,
64,334,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",x,x,x,,x,x,,,x,,,x,,,,,,,x,,,,,,,,40 m 00 s,,,
64,335,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",x,x,x,,x,x,,,x,,,x,,,,,,,x,,,,,,,,40 m 00 s,,,
64,336,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",x,x,x,,x,x,,,x,,,x,,,,,,,x,,,,,,,,40 m 00 s,,,
64,337,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",x,x,x,,x,x,,,x,,,x,,,,,,,x,,,,,,,,40 m 00 s,,,
64,338,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",x,x,x,,x,x,,,x,,,x,,,,,,,x,,,,,,,,40 m 00 s,,,
64,339,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",x,x,x,,x,x,,,x,,,x,,,,,,,x,,,,,,,,40 m 00 s,,,
64,340,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",x,x,x,,x,x,,,x,,,x,,,,,,,x,,,,,,,,40 m 00 s,,,
64,341,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",x,x,x,,x,x,,,x,,,x,,,,,,,x,,,,,,,,40 m 00 s,,,
65,342,"Sharma, V., Prakash, N. R., & Kalra, P. (2019). Audio-video emotional response mapping based upon electrodermal activity. Biomedical Signal Processing and Control, 47, 324-333.",X,X,X,,,x,,,X,,,x,,,,,,,,,,,,,,,1m 0s,,,
65,343,"Sharma, V., Prakash, N. R., & Kalra, P. (2019). Audio-video emotional response mapping based upon electrodermal activity. Biomedical Signal Processing and Control, 47, 324-333.",X,X,X,,,x,,,X,,,x,,,,,,,,,,,,,,,1m 0s,,,
65,344,"Sharma, V., Prakash, N. R., & Kalra, P. (2019). Audio-video emotional response mapping based upon electrodermal activity. Biomedical Signal Processing and Control, 47, 324-333.",X,X,X,,,x,,,X,,,x,,,,,,,,,,,,,,,1m 0s,,,
66,345,"Dar, M. N., Akram, M. U., Khawaja, S. G., & Pujari, A. N. (2020). Cnn and lstm-based emotion charting using physiological signals. Sensors, 20(16), 4551.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,51 s–150 s 8amigos),,
67,346,"Greco, A., Marzi, C., Lanata, A., Scilingo, E. P., & Vanello, N. (2019, July). Combining electrodermal activity and speech analysis towards a more accurate emotion recognition system. In 2019 41st Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC) (pp. 229-232). IEEE.",,x,,,,x,,,,x,,,,,,,,,,,,,,,,,0m 2s,,,
68,347,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
68,348,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
68,349,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
68,350,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
68,351,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
68,352,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
68,353,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
68,354,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
68,355,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
68,356,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
68,357,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
68,358,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
69,359,"Lee, S., Lee, T., Yang, T., Yoon, C., & Kim, S. P. (2020). Detection of drivers’ anxiety invoked by driving situations using multimodal biosignals. Processes, 8(2), 155.",x,x,x,,,x,,,x,,,,,,,,,,,,,,,,,,0m 30s,,,
70,360,"García-Faura, Á., Hernández-García, A., Fernández-Martínez, F., Díaz-de-María, F., & San-Segundo, R. (2019, January). Emotion and attention: Audiovisual models for group-level skin response recognition in short movies. In Web Intelligence (Vol. 17, No. 1, pp. 29-40). IOS Press.",x,x,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,
71,361,"Wei, W., Jia, Q., Feng, Y., & Chen, G. (2018). Emotion recognition based on weighted fusion strategy of multichannel physiological signals. Computational intelligence and neuroscience, 2018.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
72,362,"El-Amir, M. M., Al-Atabany, W., & Eldosoky, M. A. (2019, April). Emotion Recognition via Detrended Fluctuation Analysis and Fractal Dimensions. In 2019 36th National Radio Science Conference (NRSC) (pp. 200-208). IEEE.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
72,363,"El-Amir, M. M., Al-Atabany, W., & Eldosoky, M. A. (2019, April). Emotion Recognition via Detrended Fluctuation Analysis and Fractal Dimensions. In 2019 36th National Radio Science Conference (NRSC) (pp. 200-208). IEEE.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
72,364,"El-Amir, M. M., Al-Atabany, W., & Eldosoky, M. A. (2019, April). Emotion Recognition via Detrended Fluctuation Analysis and Fractal Dimensions. In 2019 36th National Radio Science Conference (NRSC) (pp. 200-208). IEEE.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
72,365,"El-Amir, M. M., Al-Atabany, W., & Eldosoky, M. A. (2019, April). Emotion Recognition via Detrended Fluctuation Analysis and Fractal Dimensions. In 2019 36th National Radio Science Conference (NRSC) (pp. 200-208). IEEE.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
72,366,"El-Amir, M. M., Al-Atabany, W., & Eldosoky, M. A. (2019, April). Emotion Recognition via Detrended Fluctuation Analysis and Fractal Dimensions. In 2019 36th National Radio Science Conference (NRSC) (pp. 200-208). IEEE.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
72,367,"El-Amir, M. M., Al-Atabany, W., & Eldosoky, M. A. (2019, April). Emotion Recognition via Detrended Fluctuation Analysis and Fractal Dimensions. In 2019 36th National Radio Science Conference (NRSC) (pp. 200-208). IEEE.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
73,368,"Tung, K., Liu, P. K., Chuang, Y. C., Wang, S. H., & Wu, A. Y. A. (2018, December). Entropy-assisted multi-modal emotion recognition framework based on physiological signals. In 2018 IEEE-EMBS Conference on Biomedical Engineering and Sciences (IECBES) (pp. 22-26). IEEE.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
73,369,"Tung, K., Liu, P. K., Chuang, Y. C., Wang, S. H., & Wu, A. Y. A. (2018, December). Entropy-assisted multi-modal emotion recognition framework based on physiological signals. In 2018 IEEE-EMBS Conference on Biomedical Engineering and Sciences (IECBES) (pp. 22-26). IEEE.",X,X,X,,,x,,,X,,,,,,,,,,,,,,,,,,,,,
74,370,"Golgouneh, A., & Tarvirdizadeh, B. (2020). Fabrication of a portable device for stress monitoring using wearable sensors and soft computing algorithms. Neural Computing and Applications, 32(11), 7515-7537.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
74,371,"Golgouneh, A., & Tarvirdizadeh, B. (2020). Fabrication of a portable device for stress monitoring using wearable sensors and soft computing algorithms. Neural Computing and Applications, 32(11), 7515-7537.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
74,372,"Golgouneh, A., & Tarvirdizadeh, B. (2020). Fabrication of a portable device for stress monitoring using wearable sensors and soft computing algorithms. Neural Computing and Applications, 32(11), 7515-7537.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
74,373,"Golgouneh, A., & Tarvirdizadeh, B. (2020). Fabrication of a portable device for stress monitoring using wearable sensors and soft computing algorithms. Neural Computing and Applications, 32(11), 7515-7537.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
74,374,"Golgouneh, A., & Tarvirdizadeh, B. (2020). Fabrication of a portable device for stress monitoring using wearable sensors and soft computing algorithms. Neural Computing and Applications, 32(11), 7515-7537.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
75,375,"Sun, X., Hong, T., Li, C., & Ren, F. (2019). Hybrid spatiotemporal models for sentiment classification via galvanic skin response. Neurocomputing, 358, 385-400.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,00 m 120 s,
75,376,"Sun, X., Hong, T., Li, C., & Ren, F. (2019). Hybrid spatiotemporal models for sentiment classification via galvanic skin response. Neurocomputing, 358, 385-400.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,00 m 120 s,
75,377,"Sun, X., Hong, T., Li, C., & Ren, F. (2019). Hybrid spatiotemporal models for sentiment classification via galvanic skin response. Neurocomputing, 358, 385-400.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,00 m 120 s,
76,378,"Chang, E. J., Rahimi, A., Benini, L., & Wu, A. Y. A. (2019, March). Hyperdimensional computing-based multimodality emotion recognition with physiological signals. In 2019 IEEE International Conference on Artificial Intelligence Circuits and Systems (AICAS) (pp. 137-141). IEEE.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
76,379,"Chang, E. J., Rahimi, A., Benini, L., & Wu, A. Y. A. (2019, March). Hyperdimensional computing-based multimodality emotion recognition with physiological signals. In 2019 IEEE International Conference on Artificial Intelligence Circuits and Systems (AICAS) (pp. 137-141). IEEE.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
76,380,"Chang, E. J., Rahimi, A., Benini, L., & Wu, A. Y. A. (2019, March). Hyperdimensional computing-based multimodality emotion recognition with physiological signals. In 2019 IEEE International Conference on Artificial Intelligence Circuits and Systems (AICAS) (pp. 137-141). IEEE.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
76,381,"Chang, E. J., Rahimi, A., Benini, L., & Wu, A. Y. A. (2019, March). Hyperdimensional computing-based multimodality emotion recognition with physiological signals. In 2019 IEEE International Conference on Artificial Intelligence Circuits and Systems (AICAS) (pp. 137-141). IEEE.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
76,382,"Chang, E. J., Rahimi, A., Benini, L., & Wu, A. Y. A. (2019, March). Hyperdimensional computing-based multimodality emotion recognition with physiological signals. In 2019 IEEE International Conference on Artificial Intelligence Circuits and Systems (AICAS) (pp. 137-141). IEEE.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
76,383,"Chang, E. J., Rahimi, A., Benini, L., & Wu, A. Y. A. (2019, March). Hyperdimensional computing-based multimodality emotion recognition with physiological signals. In 2019 IEEE International Conference on Artificial Intelligence Circuits and Systems (AICAS) (pp. 137-141). IEEE.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
76,384,"Chang, E. J., Rahimi, A., Benini, L., & Wu, A. Y. A. (2019, March). Hyperdimensional computing-based multimodality emotion recognition with physiological signals. In 2019 IEEE International Conference on Artificial Intelligence Circuits and Systems (AICAS) (pp. 137-141). IEEE.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
76,385,"Chang, E. J., Rahimi, A., Benini, L., & Wu, A. Y. A. (2019, March). Hyperdimensional computing-based multimodality emotion recognition with physiological signals. In 2019 IEEE International Conference on Artificial Intelligence Circuits and Systems (AICAS) (pp. 137-141). IEEE.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
77,386,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,387,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,388,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,389,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,390,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,391,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,392,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,393,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,394,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,395,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,396,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,397,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,398,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,399,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,400,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,401,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,402,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,403,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,404,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,405,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,406,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,407,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,408,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,409,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,410,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,411,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,412,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,413,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,414,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,415,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,416,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,417,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
77,418,"Song, T., Zheng, W., Lu, C., Zong, Y., Zhang, X., & Cui, Z. (2019). MPED: A multi-modal physiological emotion database for discrete emotion recognition. IEEE Access, 7, 12177-12191.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,02 m 30 s - 05 m 00 s,,
78,419,"Thammasan, N., Hagad, J. L., Fukui, K. I., & Numao, M. (2017, October). Multimodal stability-sensitive emotion recognition based on brainwave and physiological signals. In 2017 Seventh International Conference on Affective Computing and Intelligent Interaction Workshops and Demos (ACIIW) (pp. 44-49). IEEE.",,,X,,,,,,,,,X,,,,,,,,,,,,,,,,00 m 10 s - 01m 30 s,,
78,420,"Thammasan, N., Hagad, J. L., Fukui, K. I., & Numao, M. (2017, October). Multimodal stability-sensitive emotion recognition based on brainwave and physiological signals. In 2017 Seventh International Conference on Affective Computing and Intelligent Interaction Workshops and Demos (ACIIW) (pp. 44-49). IEEE.",,,X,,,,,,,,,X,,,,,,,,,,,,,,,,00 m 10 s - 01m 30 s,,
79,421,"Pinto, G., Carvalho, J. M., Barros, F., Soares, S. C., Pinho, A. J., & Brás, S. (2020). Multimodal emotion evaluation: A physiological model for cost-effective emotion classification. Sensors, 20(12), 3510.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
79,422,"Pinto, G., Carvalho, J. M., Barros, F., Soares, S. C., Pinho, A. J., & Brás, S. (2020). Multimodal emotion evaluation: A physiological model for cost-effective emotion classification. Sensors, 20(12), 3510.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
80,423,"Raheel, A., Majid, M., Alnowami, M., & Anwar, S. M. (2020). Physiological sensors based emotion recognition while experiencing tactile enhanced multimedia. Sensors, 20(14), 4037.",,,,,,,,,,,,,,,,,,,,,,x,,,,,,00 m 21 s - 00 m 58 s,,
81,424,"Liu, Y., & Jiang, C. (2019). Recognition of shooter’s emotions under stress based on affective computing. IEEE Access, 7, 62338-62343.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
81,425,"Liu, Y., & Jiang, C. (2019). Recognition of shooter’s emotions under stress based on affective computing. IEEE Access, 7, 62338-62343.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
81,426,"Liu, Y., & Jiang, C. (2019). Recognition of shooter’s emotions under stress based on affective computing. IEEE Access, 7, 62338-62343.",X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,
